feature,permutation_train,permutation_test,gini
gr,0.010225672363200858,0.0026897609108034923,0.014015185378762878
ri,0.010216682360046728,0.00201017845769443,0.01754567992261793
iz,0.006756012947686685,-0.0013811190985607569,0.013292582426660803
zy,0.0018237477065822238,0.00026780264105844925,0.005627494678381585
W1g,0.005806732376113251,0.00018423979172614105,0.014660236081760212
W1r,0.00473288526906257,-0.0023830721359569353,0.012442254102128604
W1i,0.0032990240733870393,-0.0013678412775378623,0.00876535924376443
W1z,0.002874411536036403,-0.0001236768830406391,0.007033310083254511
W1y,0.0025201012380408803,-0.00017638049691596583,0.006583008652427135
sigma_5,0.004091500558054073,-0.0007263397917262419,0.0089394214674428
sigma_3,0.0029593577584089057,-0.00042134999118111544,0.007263136155838914
sigma_7,0.005943604381743757,-0.0004713996947595482,0.011024264447571715
sigma_10,0.008349406969996753,0.00018983994073832702,0.013627987384258567
sigma_3_1000,0.004180516899517113,0.0006162371478727705,0.012131089970673333
sigma_5_1000,0.0031731208173475154,0.0007747538358031658,0.008823665295405795
sigma_7_1000,0.0036696766355902577,0.0007025918572082235,0.010622278029395926
sigma_10_1000,0.003373869005769784,0.0007558267326234583,0.008470853335331837
sigma_3_3000,0.008956920271285695,0.001432960440711321,0.03466502297078342
sigma_5_3000,0.009386383987949368,0.0024836637433576225,0.030159212450031763
sigma_7_3000,0.009402122922910983,0.004002355369862598,0.025872733923110656
sigma_10_3000,0.007522016433247458,0.004465623988634111,0.018061281478800182
sigma_3_5000,0.010121114327672856,0.0015301682171533493,0.04330677498588743
sigma_5_5000,0.015151429898539459,0.005093435583939969,0.052255835070771285
sigma_7_5000,0.022410390782549288,0.014313923449407443,0.06158027497624636
sigma_10_5000,0.02715395149589106,0.022009260543254066,0.049383472700833625
sigma_3_10000,0.012399026630885879,0.0028117625189094664,0.04759125840107474
sigma_5_10000,0.026475054731021297,0.015553995524424083,0.08910958478231318
sigma_7_10000,0.07013454666734316,0.0615007794788088,0.11802106592034456
