feature,permutation_train,permutation_test,gini
y_sdssshape_shape12sigma,0.0023766671528253256,0.00044101001014777247,0.005152463916319255
r_sdssshape_shape22sigma,0.0017954651260786436,0.00013091373822249341,0.004394987321026241
i_sdssshape_shape22sigma,0.001571313075359737,-0.00015079908475434944,0.004065931103552497
z_sdssshape_shape22sigma,0.002318362161197037,0.0008250606110790833,0.004757792229738853
y_sdssshape_shape22sigma,0.0027275983943980306,0.0005099159365147266,0.005288369665208126
gr,0.015496969972331706,0.006349779042647478,0.014015185378762878
ri,0.01395543227930455,-0.001403299913470694,0.01754567992261793
iz,0.009198029869178023,-0.002248799253621092,0.013292582426660803
zy,0.0025418050726955244,0.0005162094480275862,0.005627494678381585
W1g,0.008238641637357954,-0.003225662306779009,0.014660236081760212
W1r,0.006357286367282093,-0.0051957303193926885,0.012442254102128604
W1i,0.004712708976646589,-0.0019653802564078005,0.00876535924376443
W1z,0.004205574226452661,-5.2929618737818096e-05,0.007033310083254511
W1y,0.00367196643693124,-0.00028995869799456714,0.006583008652427135
sigma_5,0.005101462135969663,-0.0032059555388521677,0.0089394214674428
sigma_3,0.0038446346023206512,-0.0018478831527076374,0.007263136155838914
sigma_7,0.0071221587585179975,-0.004490115901336226,0.011024264447571715
sigma_10,0.009367939177228076,-0.005334191911297988,0.013627987384258567
sigma_3_1000,0.005596503624269371,0.0008574708911446663,0.012131089970673333
sigma_5_1000,0.0043114433865845125,0.001564911374322168,0.008823665295405795
sigma_7_1000,0.005122675316779309,0.0015046350403308262,0.010622278029395926
sigma_10_1000,0.004952628642693339,0.001635174098973698,0.008470853335331837
sigma_3_3000,0.012262597603956205,0.001961536146397047,0.03466502297078342
sigma_5_3000,0.012616104754174259,0.004162991265273863,0.030159212450031763
sigma_7_3000,0.012690508128541667,0.00675997870346301,0.025872733923110656
sigma_10_3000,0.01030139698953847,0.007760893158182218,0.018061281478800182
sigma_3_5000,0.013856525501891833,0.00189867346325782,0.04330677498588743
sigma_5_5000,0.02036298896494515,0.006320933914507609,0.052255835070771285
sigma_7_5000,0.029639821095468994,0.018190620248711358,0.06158027497624636
sigma_10_5000,0.03703700296205873,0.0310467726789115,0.049383472700833625
sigma_3_10000,0.016686375805054426,0.003310953187906418,0.04759125840107474
sigma_5_10000,0.03435635554422156,0.0167736616867414,0.08910958478231318
sigma_7_10000,0.0872346871858366,0.06986292511949903,0.11802106592034456
